ep=273 steps=21 return=1.365 util=0.722 util_ma50=0.700 eps~0.050
ep=274 steps=24 return=1.261 util=0.671 util_ma50=0.700 eps~0.050
ep=275 steps=26 return=1.408 util=0.750 util_ma50=0.702 eps~0.050
ep=276 steps=24 return=1.226 util=0.652 util_ma50=0.700 eps~0.050
ep=277 steps=21 return=1.370 util=0.726 util_ma50=0.701 eps~0.050
ep=278 steps=26 return=1.406 util=0.751 util_ma50=0.703 eps~0.050
ep=279 steps=20 return=1.165 util=0.613 util_ma50=0.702 eps~0.050
ep=280 steps=25 return=1.367 util=0.727 util_ma50=0.702 eps~0.050
ep=281 steps=22 return=1.304 util=0.688 util_ma50=0.702 eps~0.050
ep=282 steps=18 return=1.247 util=0.653 util_ma50=0.701 eps~0.050
ep=283 steps=23 return=1.342 util=0.711 util_ma50=0.700 eps~0.050
ep=284 steps=23 return=1.400 util=0.740 util_ma50=0.700 eps~0.050
ep=285 steps=23 return=1.403 util=0.745 util_ma50=0.701 eps~0.050
ep=286 steps=25 return=1.258 util=0.669 util_ma50=0.702 eps~0.050
ep=287 steps=23 return=1.174 util=0.623 util_ma50=0.700 eps~0.050
ep=288 steps=17 return=1.299 util=0.680 util_ma50=0.699 eps~0.050
ep=289 steps=23 return=1.357 util=0.719 util_ma50=0.700 eps~0.050
ep=290 steps=26 return=1.404 util=0.753 util_ma50=0.701 eps~0.050
ep=291 steps=27 return=1.376 util=0.735 util_ma50=0.703 eps~0.050
ep=292 steps=24 return=1.287 util=0.682 util_ma50=0.701 eps~0.050
ep=293 steps=24 return=1.223 util=0.646 util_ma50=0.699 eps~0.050
ep=294 steps=22 return=1.393 util=0.740 util_ma50=0.700 eps~0.050
ep=295 steps=24 return=1.393 util=0.742 util_ma50=0.701 eps~0.050
ep=296 steps=25 return=1.291 util=0.687 util_ma50=0.701 eps~0.050
ep=297 steps=24 return=1.316 util=0.699 util_ma50=0.702 eps~0.050
ep=298 steps=22 return=1.355 util=0.717 util_ma50=0.702 eps~0.050
ep=299 steps=27 return=1.406 util=0.753 util_ma50=0.703 eps~0.050
ep=300 steps=20 return=1.204 util=0.632 util_ma50=0.702 eps~0.050
